time,grad_a_b,grad_a_ox,grad_b_a
11,0.18009966666666,0.18090100000002,0.18009966666666
12,0.027820037776995,0.027698803771677,0.0019328462497025
13,0.018618450715686,0.025071959059803,0.0015461741950444
14,0.016347465537099,0.02436387464514,0.0013183310219655
15,0.014984506151936,0.023771898453496,0.0011756763577222
16,0.014015061954532,0.023334486064005,0.0010754929876637
17,0.013256475977586,0.022892052085441,0.00099998078407229
18,0.012625576653087,0.022298248931554,0.0009402687392274
19,0.012077533160724,0.021813416112654,0.00089137856353864
20,0.011731620071252,0.021364052028613,0.00085098731628652
21,0.011313876445535,0.020940559225011,0.00081576709236087
22,0.010934784971195,0.020395479158648,0.00078502612933969
23,0.01057421778179,0.01999261277126,0.00075790527723864
24,0.010362298799488,0.019621851678979,0.00073404897304419
25,0.010070382774896,0.019275203039052,0.00071221498196995
26,0.0097850759515765,0.018830466701762,0.00069242439695986
27,0.0096161176148837,0.018502709763397,0.00067468415863655
28,0.0093789380178552,0.018203734473464,0.00065796290617259
29,0.0091377343192366,0.017921216243548,0.00064260143121733
30,0.0090131537651498,0.017566941751887,0.00062847115977881
31,0.0088077515697578,0.017285566615909,0.0006151878332516
32,0.0086760578175015,0.017041818696062,0.00060321607225801
33,0.0084985321434584,0.016809853490137,0.00059137441625739
34,0.0083096472434284,0.016587787080933,0.0005804006413191
35,0.0082233266878535,0.016296940680477,0.0005700783137373
36,0.0080552755094167,0.016072166250411,0.00056033606999818
37,0.0079673088093091,0.015878229875371,0.00055125687323528
38,0.0078166226529013,0.015692305534314,0.00054241860715267
39,0.0077315319432519,0.015512194942272,0.00053430051570966
40,0.0075947905013992,0.015274057689229,0.00052621886798653
41,0.0075148160039661,0.015079372313396,0.00051887521638836
42,0.0073890837858418,0.014920981639302,0.0005114550309461
43,0.0073151191696516,0.014769763174947,0.0005047475295496
44,0.0071978500963052,0.014621419388893,0.00049791434171851
45,0.0071303365755905,0.014476550386993,0.00049173633770993
46,0.0070194688649378,0.014273421776274,0.00048543175923497
47,0.006958718647086,0.014118240593903,0.00047969468019861
48,0.0068524192877649,0.013990280537953,0.00047387095446214
49,0.0067985447933513,0.013867116521205,0.00046850077724055
50,0.0066949730726647,0.013745352535692,0.00046312007300376
51,0.0066482829501377,0.013625446345324,0.00045805497641436
52,0.0065456833505204,0.013452898624633,0.0004530842117275
53,0.006506793735618,0.013318176850061,0.00044828296749995
54,0.0064517908732021,0.013212220762866,0.00044397476787553
55,0.0063689049141768,0.013110913130892,0.00043929156459631
56,0.0063220905977644,0.013010070798639,0.00043515140028115
57,0.0062391167114233,0.012909538967849,0.00043078479765349
