time,grad_a_b,grad_a_ox,grad_b_a
21,0.00245461879,0.027554019499999,0.00245461879
22,0.0055491078383507,0.026871883571292,0.00068787424033844
23,0.007257145393689,0.026438566061489,0.00073496837866485
24,0.006436248068357,0.024548999191399,0.00076337217689439
25,0.006631260826323,0.023008868916661,0.00077885128475534
26,0.006439686505519,0.021768781889801,0.00079531255428532
27,0.0058320315880842,0.020747570910408,0.00078401681440097
28,0.0057277283656831,0.019881132461545,0.00078352513072827
29,0.0051370546199791,0.019124895713945,0.00076783425415226
30,0.0051375299957426,0.018446771806757,0.00075822839041958
31,0.0049919032095395,0.017805132080213,0.00075480892304814
32,0.0045668560519089,0.017171900467943,0.00073245687688342
33,0.0045388578639007,0.016726745244191,0.00072274454022332
34,0.0040184562916835,0.016363336655656,0.00070668411441905
35,0.0041289303373187,0.016042042856176,0.0006934369568478
36,0.0041050046274097,0.015744949684153,0.000684681799409
37,0.0036279742490597,0.015463317275673,0.0006704473836404
38,0.0037473180555534,0.015192875411794,0.00065835501028031
39,0.0037491945645527,0.01493160749733,0.000649676064527
40,0.0036960503538574,0.014678606211799,0.00064438102565712
41,0.0033937861376282,0.01443331237806,0.00062887955331225
42,0.0034302123325263,0.014195057108274,0.00061956873659417
43,0.0034105117931461,0.013962834029682,0.00061338253300624
44,0.003061256328585,0.013735237063251,0.00060162117794535
45,0.0031502586713977,0.013510520175107,0.0005923878792843
46,0.003166795979587,0.013286732077119,0.00058535289506589
47,0.0031464361725446,0.013074222942786,0.00058064339193058
48,0.0028563639511997,0.012774669082131,0.00056981624036646
49,0.0029246704974321,0.012596588279703,0.00056195892806213
50,0.0029395421992931,0.012463647297314,0.00055597445827511
51,0.0029258963752899,0.012349300546415,0.00055189639424168
52,0.0026521764616788,0.012242234660682,0.00054249464105248
53,0.0027227972807735,0.012137124786682,0.00053557043482296
54,0.0027446758410386,0.012031482572317,0.00053006361843469
55,0.0027403016531512,0.011924320797006,0.00052620430313556
56,0.0027185731047453,0.011815468455618,0.00052361292802271
57,0.0025293166749385,0.011705166450584,0.00051342372900816
58,0.002563592713465,0.011593804396744,0.00050786003647601
59,0.0025706316010425,0.011481746529102,0.00050380817046961
60,0.0025614532458086,0.011369220663707,0.00050100964275234
61,0.0023414406314272,0.011256258662175,0.00049321950187672
62,0.0023973779924926,0.011142678125772,0.00048790689902561
63,0.0024194612634896,0.011028099523549,0.00048357095263004
64,0.0024223927583316,0.010911987313732,0.00048044398767031
65,0.0024129811874227,0.010745403562756,0.00047826292031023
66,0.0022219989204117,0.010499927648528,0.00047092535437872
67,0.0022674832771933,0.010378004556745,0.00046629883838913
68,0.0022864450882655,0.010303034751038,0.00046256321887432
69,0.0022900502949388,0.010248334605711,0.00045986412520996
70,0.0022833880972799,0.010202295208979,0.00045796597385741
71,0.0020990340592708,0.010159110206262,0.00045146178221362
72,0.0021449440460411,0.010115680828241,0.00044733658166005
73,0.0021661288261973,0.010070362501564,0.00044389205323117
74,0.0021727021544275,0.010022367316447,0.00044135735534091
75,0.0021702227792858,0.0099714359463419,0.00043956481731979
76,0.0021590517768614,0.0099176355197544,0.00043829113245559
77,0.0020236791023389,0.0098612220177062,0.00043110569827952
78,0.0020507055634254,0.0098025414671551,0.00042764181681764
79,0.0020622730466191,0.0097419560223938,0.00042501109423036
80,0.0020647586881479,0.0096797909376431,0.00042313402386299
81,0.0020599224386958,0.009616297038337,0.00042179544141933
82,0.0019038776975839,0.0095516287721652,0.00041617368715422
83,0.0019415318813582,0.009485833774436,0.00041288737554501
84,0.0019608005732396,0.009418856699285,0.00041010953173337
85,0.00196873282925,0.0093505482667437,0.0004080363836442
86,0.0019698116074536,0.0092806847962966,0.00040655960083403
87,0.0019645623477852,0.0091345222000022,0.00040549308168177
88,0.0018256798330172,0.0089338565295969,0.00040007301231112
89,0.0018573103812722,0.0088432625592746,0.00039714368962164
90,0.0018739568930276,0.0087947486984186,0.00039470854155301
91,0.0018812905725831,0.0087649620081967,0.00039289904336989
92,0.0018828299412997,0.0087437805789673,0.00039161046593528
93,0.0018788842030302,0.0087260743480294,0.0003906759282938
94,0.0017436111830199,0.0087089966366561,0.0003857633371125
95,0.0017750239797153,0.0086909083031011,0.00038311206402068
96,0.0017923834701308,0.0086708801521947,0.00038084680946013
97,0.0018007377579404,0.008648431149065,0.0003791374105269
98,0.0018037738865348,0.0086233752798498,0.00037791597706123
99,0.0018021522846228,0.008595722850704,0.00037703709932183
100,0.0017951035209953,0.0085656122999642,0.00037637945555648
101,0.0016916048756663,0.0085332574906177,0.00037088403598331
102,0.0017122931335749,0.008498910822872,0.00036859261083789
103,0.0017232698318708,0.0084628302344689,0.00036681716881349
104,0.0017285928326848,0.0084252575519865,0.00036553237081272
105,0.0017297944027944,0.0083863988257117,0.00036461966290045
106,0.0017265704853459,0.0083464141632507,0.00036394520859113
107,0.0016090951567355,0.0083054089223308,0.00035953192017435
108,0.0016353140917043,0.0082634323710728,0.00035734686586308
