time,grad_a_b,grad_a_ox,grad_b_a,position_a_b,position_ox_a
21,0.191118,0.16988266666668,0.191118,539.5,582
22,0.0081529177937834,0.0081381836546781,0.00093148954211479,540.31204421264,581.59666644866
23,0.0072217986048231,0.0071194010463881,0.0006920639189819,539.96066714167,581.15346022912
24,0.0067140182968411,0.0068893100712277,0.00058164813634221,539.13701332312,580.71704442878
25,0.0063568279215114,0.0068431276058246,0.00051505244525266,538.07026789162,580.29686625547
26,0.0060653290405069,0.0068284213644432,0.00046912867392497,536.87293292424,579.89325466519
27,0.0058181494211748,0.0067947212961391,0.00043492780110094,535.60301436907,579.50373642726
28,0.0056020772525025,0.0067412626452755,0.00040807002551446,534.2941030034,579.12600671998
29,0.0054100014399296,0.0066695499970612,0.00038618729335337,532.96656249319,578.75802633336
30,0.005234707296252,0.0065819868300871,0.00036783685480913,531.63506081764,578.39804205741
31,0.0050801761353471,0.0064901237415677,0.00035214611073103,530.30397950242,578.04508970214
32,0.0049384869108094,0.0063936363268954,0.0003385175302125,528.97938549915,577.69826645382
33,0.0048052378786678,0.0062926081837082,0.00032649378302728,527.66727414171,577.35674416367
34,0.0046861523832114,0.006195512570795,0.00031578121593132,526.36658522994,577.02024626917
35,0.0045750070898294,0.0060969934898795,0.00030615954818505,525.07958807384,576.68822388029
36,0.004468141655343,0.0060021558242836,0.00029742930679522,523.80994765948,576.36046668602
37,0.0043721853603782,0.0059111761799679,0.00028945891135634,522.55483500085,576.03680393672
38,0.0042818202858545,0.0058204100103275,0.00028215197578311,521.31500536756,575.71687950677
39,0.0041963370071432,0.0057339052113742,0.00027541424355094,520.09103711554,575.40060069281
40,0.0041129671296867,0.005651788926908,0.00026915911935119,518.88508140288,575.08790177562
41,0.0040376777305073,0.0055720128364568,0.00026333519948721,517.69398355947,574.77861583242
42,0.0039661662387563,0.0054927060693039,0.00025790204013033,516.51779093225,574.47248631104
43,0.0038980325645764,0.0054191005579861,0.00025281394865152,515.35651116784,574.16957953493
44,0.0038330503115694,0.0053478831270902,0.00024803335196631,514.21003515174,573.86978036143
45,0.0037710096221013,0.0052769122281741,0.00024352867305509,513.07817170295,573.57286367169
46,0.0037098695554516,0.0052107472406184,0.00023926391290446,511.96211321399,573.27888430859
47,0.0036541980115708,0.0051471642349121,0.0002352267914047,510.85920822626,572.98777665202
48,0.0036008219582411,0.0050835875358541,0.00023140127301622,509.76927766648,572.69933637593
49,0.0035496127074004,0.005023594609322,0.00022776734293112,508.69208689561,572.41357938032
50,0.0035004385202233,0.0049666677051045,0.00022430894095885,507.62738003541,572.13049903048
51,0.0034532010045613,0.0049110849004242,0.00022101188917976,506.5748677766,571.84999641759
52,0.0034077955640761,0.0048553565837255,0.00021786392421878,505.53424787305,571.57189524718
53,0.0033641124855827,0.0048035446203173,0.00021485420773617,504.50522080491,571.29626459359
54,0.0033220565220487,0.004753519220365,0.00021197311978962,503.48748772369,571.02305472876
55,0.0032815476052044,0.0047030540169444,0.00020921194654275,502.48074529981,570.75209354857
56,0.003242496682829,0.0046550970082016,0.00020656316524593,501.48470267357,570.48338838161
57,0.0032048180052333,0.0046098887825579,0.00020401974352224,500.49908269389,570.21696532167
58,0.0031684362953283,0.0045655687208319,0.00020157541872717,499.52361952677,569.9527468749
59,0.0031332870336435,0.0045206651635855,0.00019922443843152,498.5580539416,569.69057611809
60,0.0030992979134822,0.0044784222077349,0.00019696166146807,497.6021446148,569.43049108565
61,0.0030664004519899,0.0044381743460017,0.00019478244137127,496.65566897596,569.17249449733
62,0.0030345378992342,0.0043985457119493,0.00019268238810797,495.7184156522,568.91651303589
63,0.003003656359624,0.0043583057562226,0.0001906575428576,494.79018559823,568.66240684323
64,0.0029737033011195,0.0043206548356243,0.00018870425831648,493.87079348544,568.41022717278
65,0.002944627903878,0.0042845779621276,0.00018681916212676,492.96006851079,568.15996875492
66,0.002916390449355,0.0042489392676782,0.00018499920799052,492.05784791931,567.91156358656
67,0.0028889539823954,0.0042126448033416,0.00018324152822192,491.16397617596,567.66488418704
68,0.0028622871116772,0.0041787267106602,0.00018154344581074,490.27830193852,567.41998346428
69,0.0028379753738513,0.0041462109343361,0.00017990558150838,489.39937894678,567.17685960524
70,0.0028129119728259,0.0041140179912929,0.00017832193045615,488.52825974474,566.93545071008
71,0.002788556298244,0.0040810796495948,0.00017679019777278,487.66478191702,566.69563620987
72,0.0027648094577215,0.0040501907652888,0.00017530900525595,486.80885303462,566.45746146562
73,0.0027416318649067,0.0040207425269816,0.00017387657308023,485.96039880034,566.22093797973
74,0.0027190055653448,0.0039915550419761,0.00017249105250474,485.11934475912,565.98601071944
75,0.0026969282840871,0.0039615030080853,0.00017115072985007,484.28560452997,565.75256211914
76,0.0026768330214383,0.0039330382464861,0.00016985688712524,483.45792719348,565.52062014187
77,0.0026560908728871,0.0039062613776433,0.00016860398219425,482.63717255543,565.29021991914
78,0.002635857380056,0.0038797371196454,0.00016739167821105,481.8232503317,565.06131459183
79,0.0026160279672564,0.0038532285679369,0.00016621893776363,481.01614762664,564.83384579219
80,0.0025965953642579,0.0038262219970762,0.00016508442050942,480.21584671853,564.60772765624
81,0.0025787404455201,0.0038013520835805,0.00016398997931681,479.4213766485,564.38302956373
82,0.0025604549008579,0.0037771399371843,0.00016292872158959,478.63335751615,564.15973567705
83,0.0025426360430233,0.0037529628817217,0.00016190217651145,477.85168605909,563.93779561015
84,0.0025251041267862,0.0037280114215815,0.0001609095856157,477.0764002765,563.71711396322
85,0.0025078655805986,0.0037046391024167,0.00015994968519078,476.30752272727,563.49773412275
86,0.0024922258207898,0.0036824793779545,0.0001590236769272,475.54401538611,563.2796788647
87,0.0024760243275384,0.0036604228877874,0.00015812661280377,474.78657172561,563.06290752768
88,0.002460124926598,0.0036382819588475,0.00015725942039318,474.03518446935,562.84737014363
89,0.0024444395016146,0.0036156367990573,0.00015642130208356,473.28991216489,562.63299403284
90,0.0024301690763226,0.0035948208753234,0.00015561354871177,472.54983908002,562.41984358383
91,0.0024154126638301,0.0035746255813641,0.00015483081623115,471.81556501341,562.20791335234
92,0.002400911614567,0.0035544065555846,0.00015407470641967,471.08709485276,561.99716153935
93,0.0023865654825677,0.0035333023857624,0.00015334447612574,470.36450985653,561.78749777557
94,0.0023736605451094,0.0035132388073176,0.00015264088755235,469.64684285344,561.57894514532
95,0.002360170746755,0.0034946699802466,0.00015195996032175,468.93475571573,561.37155361316
96,0.002346839184231,0.0034762233644329,0.00015130275449545,468.22830961343,561.1652938487
97,0.0023345718002108,0.003457656181262,0.00015067094713619,467.52683646933,560.96012353686
98,0.0023219719472382,0.0034382980630904,0.00015005844779536,466.83076424404,560.7559626926
99,0.0023095919533746,0.0034200925830034,0.00014946764037558,466.14008725281,560.55284551439
100,0.0022972681386036,0.0034030924575416,0.00014889811310125,465.45493069128,560.35080957756
